ID,Sem Conta Corrente,Conta corrente (<0),Conta corrente (<200),Conta corrente (>=200),Duração do empréstimo (meses),Histórico (Pendências em outros bancos),Histórico (Sem pendências neste banco),Histórico (Pendências honradas),Histórico (Pendências atrasadas),Histórico (Sem pendências),Propósito (Carro novo),Propósito (Carro usado),Propósito (Móveis),Propósito (Telefone),Propósito (Eletrodomésticos),Propósito (Reparos),Propósito (Educação),Propósito (Férias),Propósito (Retrainamento),Propósito (Empresarial),Propósito (Outros),Limite de crédito,Poupança (<100),Poupança (<500),Poupança (>1000),Poupança (<=1000),Poupança (Desconhecido/Sem fundos),Tempo no emprego (Desempregado),Tempo no emprego (<1ano),Tempo no emprego (<4anos),Tempo no emprego (<7anos),Tempo no emprego (>=7anos),Taxa de Juros,Gênero (M =1/F=0),Estado Civil (Solteiro),Fiadores (Sem Fiador),Fiadores (Co-requerente),Fiadores,Tempo de Residência (Anos),Propriedade (Imobiliária),Propriedade (Seguro de vida),Propriedade (Carro),Propriedade (Desconhecido/Sem propriedade),Idade,Plano de parcelamento (Bancário),Plano de parcelamento (Lojas),Plano de parcelamento (Sem plano),Moradia (Aluguel),Moradia (Própria),Moradia (Gratuita),Cartões de Crédito,Grau de Qualificação (Desempregado),Grau de Qualificação (Temporário),Grau de Qualificação (Efetivado),Grau de Qualificação (Gestor),Número de dependentes,Trabalhador estrangeiro,class
217,0,0,1,0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3913,1,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,2,1,0,0,0,23,0,0,1,0,1,0,1,0,0,1,0,1,1,1
218,1,0,0,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3021,1,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,2,1,0,0,0,24,0,0,1,1,0,0,1,0,1,0,0,1,1,1
219,0,0,0,1,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1364,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,4,0,0,1,0,64,0,0,1,0,1,0,1,0,0,1,0,1,1,1
220,0,1,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,625,1,0,0,0,0,0,1,0,0,0,4,1,0,0,0,1,1,1,0,0,0,26,1,0,0,0,1,0,1,0,1,0,0,1,1,1
221,1,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1200,0,0,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,1,0,0,23,1,0,0,1,0,0,1,0,0,1,0,1,1,1
222,0,0,0,1,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,707,1,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,2,1,0,0,0,30,1,0,0,0,1,0,2,0,0,1,0,1,1,1
223,0,0,0,1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2978,0,0,0,0,1,0,0,1,0,0,4,1,1,1,0,0,4,1,0,0,0,32,0,0,1,0,1,0,2,0,0,1,0,2,1,1
224,0,0,0,1,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4657,1,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0,2,0,0,1,0,30,0,0,1,0,1,0,1,0,0,1,0,1,1,1
225,0,0,0,1,36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2613,1,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,2,0,0,1,0,27,0,0,1,0,1,0,2,0,0,1,0,1,1,1
226,0,1,0,0,48,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10961,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,2,0,0,0,1,27,1,0,0,0,1,0,2,0,0,1,0,1,1,0
227,1,0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7865,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,4,0,0,0,1,53,0,0,1,0,0,1,1,0,0,0,1,1,1,0
228,0,0,0,1,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1478,1,0,0,0,0,0,0,0,1,0,4,1,1,1,0,0,2,0,0,1,0,22,0,0,1,0,1,0,1,0,0,1,0,1,1,0
229,1,0,0,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3149,1,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,1,22,1,0,0,0,0,1,1,0,0,1,0,1,1,1
230,0,0,1,0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4210,1,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,2,0,0,1,0,26,0,0,1,0,1,0,1,0,0,1,0,1,1,0
231,0,0,0,1,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2507,0,0,1,0,0,0,0,0,0,1,2,1,1,1,0,0,4,0,0,0,1,51,0,0,1,0,0,1,1,0,1,0,0,1,1,1
232,0,0,0,1,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2141,0,1,0,0,0,0,0,0,1,0,3,1,1,1,0,0,1,0,0,0,1,35,0,0,1,0,1,0,1,0,0,1,0,1,1,1
233,0,1,0,0,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,866,1,0,0,0,0,0,0,1,0,0,4,1,0,0,0,1,2,1,0,0,0,25,0,0,1,0,1,0,1,0,1,0,0,1,1,1
234,0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1544,1,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,1,1,0,0,0,42,0,0,1,0,1,0,3,0,1,0,0,2,1,1
235,1,0,0,0,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1823,1,0,0,0,0,1,0,0,0,0,4,1,1,1,0,0,2,0,0,1,0,30,0,1,0,0,1,0,1,0,0,0,1,2,1,0
236,0,1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14555,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,2,0,1,0,0,23,0,0,1,0,1,0,1,1,0,0,0,1,1,0
237,0,1,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2767,0,1,0,0,0,0,0,0,0,1,4,1,0,1,0,0,2,0,0,1,0,61,1,0,0,1,0,0,2,0,1,0,0,1,1,0
238,0,0,0,1,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1291,1,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,2,0,1,0,0,35,0,0,1,0,1,0,2,0,0,1,0,1,1,1
239,1,0,0,0,30,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2522,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,3,0,1,0,0,39,0,0,1,0,1,0,1,0,0,1,0,2,1,1
240,1,0,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,915,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,0,0,1,0,29,1,0,0,0,1,0,1,0,0,1,0,1,1,0
241,0,0,0,1,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1595,1,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,2,0,1,0,0,51,0,0,1,0,1,0,1,0,0,1,0,2,1,1
242,1,0,0,0,48,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4605,1,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,4,0,0,0,1,24,0,0,1,0,0,1,2,0,0,1,0,2,1,0
243,0,0,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1185,1,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,2,1,0,0,0,27,0,0,1,0,1,0,2,0,0,1,0,1,1,1
244,0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3447,0,0,1,0,0,0,0,1,0,0,4,0,0,1,0,0,3,1,0,0,0,35,0,0,1,0,1,0,1,0,1,0,0,2,1,1
245,0,0,0,1,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1258,1,0,0,0,0,0,0,0,1,0,4,1,1,1,0,0,1,1,0,0,0,25,0,0,1,0,1,0,1,0,0,1,0,1,1,1
246,0,0,0,1,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,717,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,4,1,0,0,0,52,0,0,1,0,1,0,3,0,0,1,0,1,1,1
247,0,0,0,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1204,0,1,0,0,0,0,0,1,0,0,4,1,1,1,0,0,1,0,0,0,1,35,1,0,0,1,0,0,1,0,0,1,0,1,0,1
248,0,0,1,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1925,1,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,2,1,0,0,0,26,0,0,1,0,1,0,1,0,0,1,0,1,1,1
249,0,0,0,1,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,433,1,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,4,1,0,0,0,22,0,0,1,1,0,0,1,0,0,1,0,1,1,0
250,1,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,666,0,0,0,1,0,0,0,0,1,0,3,0,0,1,0,0,4,1,0,0,0,39,0,0,1,0,1,0,2,0,1,0,0,1,1,1
251,0,0,1,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2251,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,1,0,46,0,0,1,0,1,0,1,0,1,0,0,1,1,1
252,0,1,0,0,30,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2150,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,2,0,0,0,1,24,1,0,0,0,1,0,1,0,0,1,0,1,1,0
253,0,0,0,1,24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4151,0,1,0,0,0,0,0,1,0,0,2,1,1,1,0,0,3,0,1,0,0,35,0,0,1,0,1,0,2,0,0,1,0,1,1,1
254,0,1,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2030,0,0,0,0,1,0,0,0,1,0,2,1,1,1,0,0,1,0,0,1,0,24,0,0,1,0,1,0,1,0,0,1,0,1,1,1
255,0,1,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7418,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,27,0,0,1,0,1,0,1,0,1,0,0,1,1,1
256,0,0,0,1,24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2684,1,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,2,1,0,0,0,35,0,0,1,0,1,0,2,0,1,0,0,1,1,1
257,1,0,0,0,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2149,1,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,1,0,0,0,1,29,0,0,1,0,0,1,1,0,0,1,0,1,1,0
258,0,0,0,1,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3812,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,0,0,1,0,23,0,0,1,0,1,0,1,0,0,1,0,1,1,1
259,0,0,0,1,11,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1154,0,1,0,0,0,1,0,0,0,0,4,0,0,1,0,0,4,1,0,0,0,57,0,0,1,0,1,0,3,0,1,0,0,1,1,1
260,1,0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1657,1,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,2,1,0,0,0,27,0,0,1,0,1,0,1,0,0,1,0,1,1,1
261,1,0,0,0,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1603,1,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,4,0,0,1,0,55,0,0,1,0,1,0,1,0,0,1,0,1,1,1
262,1,0,0,0,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5302,1,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,4,0,0,0,1,36,0,0,1,0,0,1,3,0,0,0,1,1,1,1
263,0,0,0,1,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2748,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,57,1,0,0,0,0,1,3,0,1,0,0,1,1,1
264,0,0,0,1,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1231,1,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,4,1,0,0,0,32,0,0,1,0,1,0,2,0,1,0,0,2,0,1
265,0,1,0,0,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,802,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,3,0,0,1,0,37,0,0,1,0,1,0,1,0,0,1,0,2,1,0
266,0,0,0,1,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6304,0,0,0,0,1,0,0,0,0,1,4,1,1,1,0,0,4,1,0,0,0,36,0,0,1,0,1,0,2,0,0,1,0,1,1,1
267,0,0,0,1,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1533,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,3,0,0,1,0,38,0,1,0,0,1,0,1,0,0,1,0,1,1,1
268,1,0,0,0,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8978,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,0,1,0,0,45,0,0,1,0,1,0,1,0,0,0,1,1,0,0
269,0,0,0,1,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,0,1,0,0,0,0,1,4,1,1,1,0,0,2,0,0,1,0,25,0,0,1,0,1,0,2,0,0,1,0,1,1,1
270,0,0,0,1,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2662,0,0,0,0,1,0,0,0,1,0,4,1,1,1,0,0,3,0,1,0,0,32,0,0,1,0,1,0,1,0,0,1,0,1,0,1
271,0,0,0,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1402,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,0,4,0,0,1,0,37,0,0,1,1,0,0,1,0,0,1,0,1,1,1
272,0,1,0,0,48,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12169,0,0,0,0,1,1,0,0,0,0,4,1,1,0,1,0,4,0,0,0,1,36,0,0,1,0,0,1,1,0,0,0,1,1,1,1
273,0,1,0,0,48,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3060,1,0,0,0,0,0,0,0,1,0,4,1,1,1,0,0,4,1,0,0,0,28,0,0,1,0,1,0,2,0,0,1,0,1,1,0
274,1,0,0,0,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11998,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,34,0,0,1,0,1,0,1,0,1,0,0,1,1,0
275,0,0,0,1,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2697,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,2,1,0,0,0,32,0,0,1,0,1,0,1,0,0,1,0,2,1,1
276,0,0,0,1,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2404,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,26,0,0,1,0,1,0,2,0,0,1,0,1,1,1
277,1,0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1262,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0,0,4,0,1,0,0,49,0,0,1,0,1,0,1,0,1,0,0,1,1,1
278,0,0,0,1,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4611,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,0,1,0,0,32,0,0,1,0,1,0,1,0,0,1,0,1,1,0
279,0,0,0,1,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1901,0,1,0,0,0,0,0,1,0,0,4,1,1,1,0,0,4,0,0,1,0,29,0,0,1,1,0,0,1,0,0,0,1,1,1,1
280,0,0,0,1,15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3368,0,0,0,1,0,0,0,0,0,1,3,1,1,1,0,0,4,0,0,0,1,23,0,0,1,1,0,0,2,0,0,1,0,1,1,1
281,0,0,0,1,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1574,1,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,2,1,0,0,0,50,0,0,1,0,1,0,1,0,0,1,0,1,1,1
282,0,0,1,0,18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1445,0,0,0,0,1,0,0,0,1,0,4,1,1,1,0,0,4,0,0,1,0,49,1,0,0,0,1,0,1,0,1,0,0,1,1,1
283,0,0,0,1,15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1520,0,0,0,0,1,0,0,0,0,1,4,1,1,1,0,0,4,0,1,0,0,63,0,0,1,0,1,0,1,0,0,1,0,1,1,1
284,0,1,0,0,24,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3878,0,1,0,0,0,0,1,0,0,0,4,1,0,1,0,0,2,0,0,1,0,37,0,0,1,0,1,0,1,0,0,1,0,1,1,1
285,1,0,0,0,47,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10722,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,35,0,0,1,0,1,0,1,0,1,0,0,1,1,1
286,1,0,0,0,48,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4788,1,0,0,0,0,0,0,0,1,0,4,1,1,1,0,0,3,0,1,0,0,26,0,0,1,0,1,0,1,0,0,1,0,2,1,1
287,0,1,0,0,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7582,0,1,0,0,0,1,0,0,0,0,2,1,1,1,0,0,4,0,0,0,1,31,0,0,1,0,0,1,1,0,0,0,1,1,1,1
288,0,1,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1092,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,4,1,0,0,0,49,0,0,1,0,1,0,2,0,0,1,0,1,1,1
289,1,0,0,0,24,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1024,1,0,0,0,0,0,1,0,0,0,4,1,0,1,0,0,4,1,0,0,0,48,0,1,0,0,1,0,1,0,0,1,0,1,1,0
290,0,0,0,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1076,1,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,2,1,0,0,0,26,0,0,1,0,1,0,1,0,0,1,0,1,0,1
291,0,1,0,0,36,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9398,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4,0,0,1,0,28,0,0,1,1,0,0,1,0,0,0,1,1,1,0
292,1,0,0,0,24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6419,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,44,0,0,1,0,0,1,2,0,0,0,1,2,1,1
293,0,0,1,0,42,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4796,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,4,0,0,0,1,56,0,0,1,0,0,1,1,0,0,1,0,1,1,1
294,0,0,0,1,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7629,0,0,0,0,1,0,0,0,0,1,4,1,0,1,0,0,2,0,0,1,0,46,1,0,0,0,1,0,2,0,0,0,1,2,1,1
295,0,1,0,0,48,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9960,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,1,0,26,0,0,1,0,1,0,1,0,0,1,0,1,1,0
296,0,0,0,1,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4675,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,4,0,0,1,0,20,0,0,1,1,0,0,1,0,0,1,0,1,1,1
297,0,0,0,1,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1287,0,0,0,0,1,0,0,0,0,1,4,1,1,0,1,0,2,0,1,0,0,45,0,0,1,0,1,0,1,0,1,0,0,1,0,1
298,0,0,0,1,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2515,1,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0,4,1,0,0,0,43,0,0,1,0,1,0,1,0,0,1,0,1,1,1
299,0,1,0,0,21,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2745,0,0,0,1,0,0,0,0,1,0,3,1,1,1,0,0,2,0,0,1,0,32,0,0,1,0,1,0,2,0,0,1,0,1,1,1
300,0,0,0,1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,672,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4,1,0,0,0,54,0,0,1,0,1,0,1,1,0,0,0,1,1,1
301,0,1,0,0,36,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3804,1,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,1,0,0,1,0,42,0,0,1,0,1,0,1,0,0,1,0,1,1,0
302,0,0,1,0,24,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1344,0,0,0,0,1,0,0,0,1,0,4,1,1,1,0,0,2,1,0,0,0,37,1,0,0,0,1,0,2,0,1,0,0,2,1,0
303,1,0,0,0,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1038,1,0,0,0,0,0,0,0,1,0,4,1,1,0,1,0,3,0,1,0,0,49,0,0,1,0,1,0,2,0,0,1,0,1,1,1
304,0,0,0,1,48,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10127,0,0,1,0,0,0,0,1,0,0,2,1,1,1,0,0,2,0,0,0,1,44,1,0,0,0,0,1,1,0,0,1,0,1,1,0
305,0,0,0,1,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1543,0,0,0,1,0,0,0,1,0,0,4,1,0,1,0,0,2,1,0,0,0,33,0,0,1,0,1,0,1,0,0,1,0,1,1,1
306,0,0,0,1,30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4811,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,4,0,1,0,0,24,0,1,0,1,0,0,1,0,1,0,0,1,1,1
307,1,0,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,727,0,1,0,0,0,0,1,0,0,0,4,1,0,1,0,0,3,0,0,0,1,33,0,0,1,0,1,0,1,0,1,0,0,1,1,0
308,0,1,0,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1237,1,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,4,1,0,0,0,24,0,0,1,0,1,0,1,0,0,1,0,1,1,0
309,0,1,0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,276,1,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,4,1,0,0,0,22,0,0,1,1,0,0,1,0,1,0,0,1,1,1
310,0,1,0,0,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5381,0,0,0,0,1,1,0,0,0,0,3,1,1,1,0,0,4,0,0,0,1,40,1,0,0,0,0,1,1,1,0,0,0,1,1,1
311,0,0,0,1,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5511,0,1,0,0,0,0,0,1,0,0,4,1,1,1,0,0,1,0,0,1,0,25,0,1,0,0,1,0,1,0,0,1,0,1,1,1
312,0,0,1,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3749,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,4,0,0,1,0,26,0,0,1,0,1,0,1,0,0,1,0,1,1,1
313,0,1,0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,685,1,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,3,0,0,1,0,25,1,0,0,0,1,0,1,0,1,0,0,1,1,0
314,0,0,1,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1494,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,29,0,0,1,0,1,0,1,0,1,0,0,2,0,1
315,1,0,0,0,36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2746,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,4,0,0,1,0,31,1,0,0,0,1,0,1,0,0,1,0,1,1,0
316,1,0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,708,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,3,0,1,0,0,38,0,0,1,0,1,0,1,0,1,0,0,2,1,1
317,0,1,0,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4351,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,0,1,0,0,48,0,0,1,0,1,0,1,0,1,0,0,1,1,1
318,0,0,0,1,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,701,1,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,2,0,0,1,0,32,0,0,1,0,1,0,2,0,0,1,0,1,1,1
319,1,0,0,0,15,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3643,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,0,1,0,0,27,0,0,1,0,1,0,2,0,1,0,0,1,1,1
320,0,1,0,0,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4249,1,0,0,0,0,1,0,0,0,0,4,1,0,1,0,0,2,0,0,1,0,28,0,0,1,0,1,0,2,0,0,0,1,1,1,0
321,1,0,0,0,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1938,1,0,0,0,0,0,1,0,0,0,4,1,0,1,0,0,3,0,1,0,0,32,0,0,1,0,1,0,1,0,0,1,0,1,1,0
322,1,0,0,0,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2910,1,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,1,0,0,0,1,34,0,0,1,0,0,1,1,0,0,0,1,1,1,1
323,1,0,0,0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2659,0,0,0,1,0,0,0,1,0,0,4,1,1,1,0,0,2,0,0,1,0,28,0,0,1,0,1,0,1,0,0,1,0,1,1,1
324,0,0,0,1,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1028,1,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,3,1,0,0,0,36,0,0,1,0,1,0,2,0,0,1,0,1,1,1
325,1,0,0,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3398,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,4,1,0,0,0,39,0,0,1,0,1,0,2,0,1,0,0,1,0,1
326,0,0,0,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5801,0,0,0,0,1,0,0,0,0,1,2,1,1,1,0,0,4,0,1,0,0,49,0,0,1,1,0,0,1,0,0,1,0,1,1,1
327,0,0,0,1,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1525,0,0,0,1,0,0,0,0,1,0,4,0,0,1,0,0,3,0,0,1,0,34,0,0,1,0,1,0,1,0,0,1,0,2,1,1
